brand,name,price,concentration,gender,scents,base_note,middle_note,Gender_encoded,scent_strength,price_normalized,notes_diversity,base_note_0,base_note_1,base_note_2,base_note_3,base_note_4,base_note_5,base_note_6,base_note_7,base_note_8,base_note_9,base_note_10,base_note_11,middle_note_0,middle_note_1,middle_note_2,middle_note_3,middle_note_4,middle_note_5,middle_note_6,middle_note_7,middle_note_8,middle_note_9,middle_note_10,middle_note_11,Woody,Floral,Arabian,Spicy,Oriental,Fruity,Fresh,Citrus,Vanilla,Musk,Aromatic,Jasmine,Rose,Sandalwood,Clean
DORALL COLLECTION,Golden Blaze,11.0,EDP,Women,Musk,"Musk, Patchouli, Amber","Ylang-ylang, Jasmine",0,2.0,0.0062812673707615,5,Musk,Patchouli,Amber,,,,,,,,,,Ylang-ylang,Jasmine,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rasasi,Emotion,44.45,EDP,Women,Sandalwood,"Sandalwood, Musk, Amber, Cedar And Vanilla","Kiwi, Pineapple, Black Currant, Freesia, Water Lily And Jasmin",0,2.0,0.0434685936631461,10,Salwood,Sandalwood,Musk,Amber,Cedar  Vanilla,,,,,,,,Kiwi,Pineapple,Black Currant,Freesia,Water Lily  Jasmin,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DIESEL,Only The Brave Tattoo,236.9,EDT,Men,Citrus,"Woodsy Accord, Benzoin, Tob**co, Patchouli","Sage, Bourbon Pepper",1,1.0,0.2574207893274041,6,Woodsy Accord,Benzoin,Tob**co,Patchouli,,,,,,,,,Sage,Bourbon Pepper,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lattafa,Sheikh Shuyukh,30.3,EDP,Unisex,Woody,"Vetiver, Patchouli","Lavender, Sage, Rosemary",2,2.0,0.0277376320177876,5,Vetiver,Patchouli,,,,,,,,,,,Lavender,Sage,Rosemary,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Fakhr,Kalam Al Oud,13.3,EDP,Unisex,Woody,"Sandalwood, Cedarwood","Black Pepper, Cardamom",2,2.0,0.0088382434685936,5,Salwood,Sandalwood,Cedarwood,,,,,,,,,,Black Pepper,Cardamom,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Orange EDT Sp,110.0,EDT,Men,Floral,"Vanilla, Woodsy Notes","Incense, Sichuan Pepper",1,1.0,0.1163424124513618,4,Vanilla,Woodsy Notes,,,,,,,,,,,Incense,Sichuan Pepper,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Armaf,Club De Nuit Milestone,135.0,EDP,Women,Floral,"Vetiver, Musk, Ambroxan","Violet Sandalwood, White Wood",0,2.0,0.1441356309060589,6,Vetiver,Musk,Ambroxan,,,,,,,,,,Violet S,Sandalwood,White Wood,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BVLGARI,Man In Black,187.0,EDP,Men,Spicy,"Tonka Bean, Guaiac Wood, Benzoin","Leather, Iris, Tuberose",1,2.0,0.2019455252918288,6,Tonka Bean,Guaiac Wood,Benzoin,,,,,,,,,,Leather,Iris,Tuberose,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VERSACE,Eros,225.1,EDP,Women,Citrus,"Sandalwood, Ambroxan, Musk and Woodsy Notes","Lemon Blossom, Jasmine Sambac, Jasmine and Peony",0,2.0,0.2443023902167871,9,Salwood,Sandalwood,Ambroxan,Musk,Woodsy Notes,,,,,,,,Lemon Blossom,Jasmine Sambac,Jasmine,Peony,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pierra Katra,Velvet Oud,97.0,EDP,Men,Arabian,"Cashmere Wood, Amber, Musk","Floral Harmony of Magnolia, Honeysuckle, , Sweet Fruity Raspberry Nuance",1,2.0,0.1018899388549194,7,Cashmere Wood,Amber,Musk,,,,,,,,,,Floral Harmony of Magnolia,Honeysuckle,,Sweet Fruity Raspberry Nuance,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DIESEL,Plus Plus Masculine,31.8,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean And Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-the-valley, Violet And Green Notes",1,1.0,0.0294052251250694,18,Vetiver,Musk,Salwood,Sandalwood,Patchouli,Oak Moss,Nutmeg,Clove,Cinnamon,Tonka Bean  Anise,,,Jasmine,Birch,Sage,Cardamom,Cori,er,Lily-of-the-valley,Violet  Green Notes,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VERSACE,Eros,208.0,EDP,Women,Citrus,"Sandalwood, Ambroxan, Woodsy Notes, Musk","Lemon Blossom, Jasmine Sambac, Jasmine, Peony",0,2.0,0.2252918287937743,9,Salwood,Sandalwood,Ambroxan,Woodsy Notes,Musk,,,,,,,,Lemon Blossom,Jasmine Sambac,Jasmine,Peony,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VERSACE,Eros,234.95,EDP,Women,Citrus,"Musk, Ambroxan, Woodsy Notes, Sandalwood","Lemon Blossom, Jasmine Sambac, Jasmine, Peony",0,2.0,0.2552529182879377,9,Musk,Ambroxan,Woodsy Notes,Salwood,Sandalwood,,,,,,,,Lemon Blossom,Jasmine Sambac,Jasmine,Peony,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Arabian Oud,Sheikh Al Shuyukh,36.3,EDP,Women,Oriental,"Vetiver, Patchouli","Lavender, Sage, Rosemary",0,2.0,0.0344080044469149,5,Vetiver,Patchouli,,,,,,,,,,,Lavender,Sage,Rosemary,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UNITED COLORS OF BENETTON,Hot,27.1,EDT,Women,Woody,"Cedarwood, Sandalwood, Oak Moss, Amber, Vanilla and Musk","Lily of The Valley, Water Jasmine, Iris and Apricot",0,1.0,0.0241801000555864,11,Cedarwood,Salwood,Sandalwood,Oak Moss,Amber,Vanilla,Musk,,,,,,Lily of The Valley,Water Jasmine,Iris,Apricot,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANVIN,L'Homme,110.0,EDT,Men,Spicy,"Sandalwood, amber, musk","Comprise, pepper, mint, sage, cardamom",1,1.0,0.1163424124513618,9,Salwood,Sandalwood,amber,musk,,,,,,,,,Comprise,pepper,mint,sage,cardamom,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Estee Lauder,Wood Mystique,479.0,EDP,Unisex,Woody,"Patchouli, Virginia Cedar, Benzoin, Agarwood, Leather, Raspberry","Iris, Jasmine, Ylang-Ylang, Rose, Mimosa",2,2.0,0.5265703168426904,11,Patchouli,Virginia Cedar,Benzoin,Agarwood,Leather,Raspberry,,,,,,,Iris,Jasmine,Ylang-Ylang,Rose,Mimosa,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMAND BASI,In Red,107.95,EDT,Women,Citrus,"Palisander Rosemary, Oakmoss, White Musk, Amber, Vanilla, Praline, Woody notes","Lily, Jasmine, Violet Leaf, Rose, Blackcurrant, Pink Pepper, Peony",0,1.0,0.1140633685380767,15,Palis,er Rosemary,Oakmoss,White Musk,Amber,Vanilla,Praline,Woody notes,,,,,Lily,Jasmine,Violet Leaf,Rose,Blackcurrant,Pink Pepper,Peony,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lattafa,Pure Oudi Liquid Gold,47.4,EDP,Unisex,Woody,Effervescent Citrus.,"Ylang-Ylang, Black Currant",2,2.0,0.0467481934408004,3,Effervescent Citrus.,,,,,,,,,,,,Ylang-Ylang,Black Currant,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCCI,Guilty,213.95,EDT,Women,Floral,Lily and Wild Strawberry,Litchi,0,1.0,0.2319066147859922,3,Lily,Wild Strawberry,,,,,,,,,,,Litchi,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,One Million,319.0,EDT,Men,Woody,"Amber, Leather","Cinnamon, Rose",1,1.0,0.3486937187326292,4,Amber,Leather,,,,,,,,,,,Cinnamon,Rose,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERSACE,Bright Crystal,21.4,EDT,Women,Floral,"Plants, Musk And Red Woods","Lotus, Peony, Magnolia",0,1.0,0.0178432462479155,5,Plants,Musk  Red Woods,,,,,,,,,,,Lotus,Peony,Magnolia,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,DC Charged,14.95,EDT,Women,Woody,"Praline, Coconut Salt, Suede, Musk","Floral Notes, Apple",0,1.0,0.0106725958866036,6,Praline,Coconut Salt,Suede,Musk,,,,,,,,,Floral Notes,Apple,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Boss The Scent,133.0,EDT,Men,Spicy,Leather,Maninka Fruit And Lavender,1,1.0,0.1419121734296831,2,Leather,,,,,,,,,,,,Maninka Fruit  Lavender,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SWISS ARABIAN,Bakhoor Al Arais,15.0,EDP,Unisex,Arabian,"Amber, Palisander Rosewood","Cedar, Spicy",2,2.0,0.010728182323513,5,Amber,Palis,er Rosewood,,,,,,,,,,Cedar,Spicy,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,Invictus Intense,199.0,EDT,Men,Spicy,"Ambergris, Amber, Salt","Laurels, Whiskey",1,1.0,0.2152862701500834,5,Ambergris,Amber,Salt,,,,,,,,,,Laurels,Whiskey,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ferrari,Cedar Essence,106.0,EDP,Men,Woody,Patchouli And Amber,Marine And Watermelon,1,2.0,0.1118954974986103,2,Patchouli  Amber,,,,,,,,,,,,Marine  Watermelon,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.CASANOVA,Plaisir,75.75,EDP,Women,Oriental,Amber,Musk,0,2.0,0.0782657031684269,2,Amber,,,,,,,,,,,,Musk,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Islanders,9.0,EDT,Men,Woody,"Guaiac Wood, Oakmoss, Patchouli, Ambergris","Bay Leaf, Jasmine",1,1.0,0.0040578098943857,6,Guaiac Wood,Oakmoss,Patchouli,Ambergris,,,,,,,,,Bay Leaf,Jasmine,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,CK One,98.0,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar and Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily-Of-The-Valley and Rose",2,1.0,0.1030016675931072,12,Salwood,Sandalwood,Amber,Musk,Cedar,Oakmoss,,,,,,,Nutmeg,Violet,Orris Root,Jasmine,Lily-Of-The-Valley,Rose,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
al raheeb,Oud Khurafi,36.0,EDP,Unisex,Fresh,"Cashmeran, Ambroxan, Musk",Woody,2,2.0,0.0340744858254585,4,Cashmeran,Ambroxan,Musk,,,,,,,,,,Woody,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bill Blass,Nude Natural Spray Colo,79.45,EDT,Women,Floral,"Sandalwood, Musk, Orris Root, Vetiver","Oakmoss, Jasmine, Ylang-Ylang, Rose, Narcissus",0,1.0,0.082379099499722,10,Salwood,Sandalwood,Musk,Orris Root,Vetiver,,,,,,,,Oakmoss,Jasmine,Ylang-Ylang,Rose,Narcissus,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,Black Xs Potion,162.0,EDT,Men,Woody,Labdanum Rum,Wormwood Cashmere Wood,1,1.0,0.1741523068371317,2,Labdanum Rum,,,,,,,,,,,,Wormwood Cashmere Wood,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGUAR,Vision III,120.0,EDT,Men,Woody,"Sandalwood, Patchouli, Tonka Bean, Cedar, Vanilla and Musk",Jasmine and Marine Notes,1,1.0,0.1274596998332407,9,Salwood,Sandalwood,Patchouli,Tonka Bean,Cedar,Vanilla,Musk,,,,,,Jasmine,Marine Notes,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERSACE,Crystal Noir,16.2,EDT,Women,Arabian,"Amber, Musk, Sandalwood","Orange Blossom, Gardenia, Peony",0,1.0,0.0120622568093385,7,Amber,Musk,Salwood,Sandalwood,,,,,,,,,Orange Blossom,Gardenia,Peony,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Al Rasasi,Dirham,45.9,EDP,Unisex,Floral,"Vanilla, Patchouli And Massoia Wood","Rose , Black Violet And Coca Flower",2,2.0,0.0450806003335186,4,Vanilla,Patchouli  Massoia Wood,,,,,,,,,,,Rose,Black Violet  Coca Flower,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Cavalli,Florence,154.95,EDP,Women,Floral,"Patchouli, Amber, Musk","Orange Blossom, Hibiscus Seed, Grapefruit Blossom",0,2.0,0.1663146192329071,6,Patchouli,Amber,Musk,,,,,,,,,,Orange Blossom,Hibiscus Seed,Grapefruit Blossom,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AZZARO,Chrome Legend,163.25,EDT,Men,Woody,"Warm Amber, Musk And Tonka Bean","Woodsy Notes Of Oakmoss, Vetiver, Cedar",1,1.0,0.1755419677598666,5,Warm Amber,Musk  Tonka Bean,,,,,,,,,,,Woodsy Notes Of Oakmoss,Vetiver,Cedar,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERSACE,Crystal Noir,215.0,EDT,Women,Spicy,"Sandalwood, Musk, Amber","Orange Blossom, Peony, Gardenia, Coconut",0,1.0,0.2330739299610895,8,Salwood,Sandalwood,Musk,Amber,,,,,,,,,Orange Blossom,Peony,Gardenia,Coconut,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LANVIN,Eclat D'arpege,6.85,EDP,Women,Floral,Blackberry And Sensual Musk,"Musk, Chinese Osmanthus, Petitgrain, Cedar, Wisteria",0,2.0,0.0016675931072818,6,Blackberry  Sensual Musk,,,,,,,,,,,,Musk,Chinese Osmanthus,Petitgrain,Cedar,Wisteria,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLOE,Love Story,221.9,EDP,Women,Floral,"Musk, Cedar, Cashmirwood And Patchouli","Orange Blossom, Stephanotis, Rose, Black Currant And Peach",0,2.0,0.2407448582545859,7,Musk,Cedar,Cashmirwood  Patchouli,,,,,,,,,,Orange Blossom,Stephanotis,Rose,Black Currant  Peach,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J.CASANOVA,Vivaldi,87.0,EDP,Women,Fresh,"Tonka Bean, Patchouli, Opoponax, Vanilla, Vetiver And White Musk","Mimosa, Jasmine, Turkish Rose And Ylang-Ylang",0,2.0,0.0907726514730405,8,Tonka Bean,Patchouli,Opoponax,Vanilla,Vetiver  White Musk,,,,,,,,Mimosa,Jasmine,Turkish Rose  Ylang-Ylang,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dunhill,Desire Blue,68.0,EDT,Men,Fresh,"Tonka Bean, Musk, Amber And, Benzoin","Orange, Brazilian Rosewood And, Sea Notes",1,1.0,0.0696498054474708,7,Tonka Bean,Musk,Amber,Benzoin,,,,,,,,,Orange,Brazilian Rosewood,Sea Notes,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AZZARO,Chrome,121.0,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood And Cardamom","Cyclamen, Coriander, Jasmine And Oakmoss",1,1.0,0.1285714285714286,11,Salwood,Sandalwood,Tonka Bean,Musk,Oakmoss,Cedar,Brazilian Rosewood  Cardamom,,,,,,Cyclamen,Cori,er,Jasmine  Oakmoss,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NINA RICCI,Premier Jour,136.45,EDP,Women,Fruity,"Sandalwood, Musk, Vanilla, Woodsy Notes","Orchid, Gardenia",0,2.0,0.1457476375764313,7,Salwood,Sandalwood,Musk,Vanilla,Woodsy Notes,,,,,,,,Orchid,Gardenia,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dorall,Blue Princess,11.85,EDT,Men,Oriental,"Musk, Patchouli","Woody, Vetiver",1,1.0,0.0072262367982212,4,Musk,Patchouli,,,,,,,,,,,Woody,Vetiver,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Boss The Scent,155.0,EDP,Women,Fruity,Cacao,Osmanthus,0,2.0,0.1663702056698165,2,Cacao,,,,,,,,,,,,Osmanthus,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AVON,Today Tomorrow Always,98.95,EDT,Men,Citrus,"Sandalwood, patchouli, amber",Anise,1,1.0,0.1040578098943857,5,Salwood,Sandalwood,patchouli,amber,,,,,,,,,Anise,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lattafa,Oud Mood,42.55,EDP,Unisex,Woody,"Musk, Incense, Amber, Resin, Woody","Patchouli, Caramel, Agarwood",2,2.0,0.0413563090605892,8,Musk,Incense,Amber,Resin,Woody,,,,,,,,Patchouli,Caramel,Agarwood,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MB,Tim Tom Leather Black,19.0,EDP,Men,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",1,2.0,0.0151750972762645,7,Rose,Vanilla,Ginger,,,,,,,,,,Pine,Cardamom,Lavender,Rosemary,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LACOSTE,EDTTouch Of Pink For Wom,89.0,EDT,Women,Citrus,"Woody, Musk And Vanilla","Jasmine, Carrot, And Spicy Coriander",0,1.0,0.0929961089494163,6,Woody,Musk  Vanilla,,,,,,,,,,,Jasmine,Carrot,Spicy Cori,er,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GUCCI,Guilty Absolute,230.0,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",1,2.0,0.2497498610339077,4,Woody Notes,Vetiver,,,,,,,,,,,Patchouli,Cypress,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMOUAGE,Epic,653.0,EDP,Women,Jasmine,"Rose, Geranium, Jasmine, Tea","Rose, Geranium, Jasmine, Tea",0,2.0,0.7200111172873819,8,Rose,Geranium,Jasmine,Tea,,,,,,,,,Rose,Geranium,Jasmine,Tea,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VERSACE,Bright Crystal,169.95,EDT,Women,Floral,"Amber, Musk, Mahogany","Peony,Lotus, Magnolia",0,1.0,0.1829905503057254,6,Amber,Musk,Mahogany,,,,,,,,,,Peony,Lotus,Magnolia,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MB,Sweetheart Rockstar,10.8,EDP,Women,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",0,2.0,0.0060589216231239,7,Rose,Vanilla,Ginger,,,,,,,,,,Pine,Cardamom,Lavender,Rosemary,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DAVIDOFF,Hot Water,76.95,EDT,Men,Arabian,"Styrax, Benzoin",Pimento and Patchouli,1,1.0,0.0795997776542523,4,Styrax,Benzoin,,,,,,,,,,,Pimento,Patchouli,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ST Dupont,Passenger,103.0,EDT,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",1,1.0,0.1085603112840467,6,Guaiac Wood,Benzoin,,,,,,,,,,,Ginger,Cardamom,Pink Pepper,Lavender,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Ma Vie,137.55,EDP,Women,Floral,Cedar and Woody Notes,"Pink Freesia, Jasmine and Rose",0,2.0,0.146970539188438,5,Cedar,Woody Notes,,,,,,,,,,,Pink Freesia,Jasmine,Rose,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Givenchy,Xeryus Rouge,214.4,EDT,Men,Woody,Cedar Wood,Red Pepper,1,1.0,0.2324068927181767,2,Cedar Wood,,,,,,,,,,,,Red Pepper,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORI D´ORIENTE,White Musk,39.95,EDT,Men,Woody,"Aldehyde, Jasmine, White Flowers",Rose,1,1.0,0.0384658143413007,4,Aldehyde,Jasmine,White Flowers,,,,,,,,,,Rose,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STELLA MCCARTNEY,Stella,197.95,EDP,Women,Floral,Amber,Rose,0,2.0,0.2141189549749861,2,Amber,,,,,,,,,,,,Rose,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alina Corel,For Ever,33.85,EDP,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",1,2.0,0.0316842690383546,6,Guaiac Wood,Benzoin,,,,,,,,,,,Ginger,Cardamom,Pink Pepper,Lavender,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mancera,Roses Vanille,248.8,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk",Rose and Sugar,0,2.0,0.2706503613118399,6,Cedar,Vanilla,Sugar,White Musk,,,,,,,,,Rose,Sugar,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mandarina Duck,Black,182.6,EDT,Men,Woody,"Vetiver,Patchouli","Tuberose,Orange Blossom,Musk",1,1.0,0.1970539188438021,5,Vetiver,Patchouli,,,,,,,,,,,Tuberose,Orange Blossom,Musk,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,1 Million,172.0,EDT,Men,Woody,"Leather, Woody Notes, Amber, Indian Patchouli","Rose, Cinnamon, Spicy Notes",1,1.0,0.1852695942190105,7,Leather,Woody Notes,Amber,Indian Patchouli,,,,,,,,,Rose,Cinnamon,Spicy Notes,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLOE,Chloe,157.35,EDT,Women,Floral,"Bourbon Vanilla, Sandal Wood And Tonka Bean","Night Queen Flower, Bulgarian Rose And Orange Flower",0,1.0,0.1689827682045581,5,Bourbon Vanilla,Salwood,al Wood  Tonka Bean,,,,,,,,,,Night Queen Flower,Bulgarian Rose  Orange Flower,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerlain,L'Instant Magic,422.0,EDP,Women,Woody,"Wood, Almond","Rose, Freesia",0,2.0,0.463201778765981,4,Wood,Almond,,,,,,,,,,,Rose,Freesia,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunhill,London,109.65,EDT,Men,Arabian,"Patchouli, Sandalwood, Tonka Bean, Vanilla And Musk","Rose, Geranium And Jasmine",1,1.0,0.1159533073929961,7,Patchouli,Salwood,Sandalwood,Tonka Bean,Vanilla  Musk,,,,,,,,Rose,Geranium  Jasmine,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRI,En Joy,9.9,EDT,Women,Floral,"Sandalwood, Cedar, Patchoulli, Musk, Benzoin","Rose, Jasmine, Cassis, Peach",0,1.0,0.0050583657587548,10,Salwood,Sandalwood,Cedar,Patchoulli,Musk,Benzoin,,,,,,,Rose,Jasmine,Cassis,Peach,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mancera,Roses Greedy,258.95,EDP,Unisex,Floral,"White Musk, Amber, Vanilla, Sugar, Benzoin","Rose, Jasmine, Flowers",2,2.0,0.2819344080044469,8,White Musk,Amber,Vanilla,Sugar,Benzoin,,,,,,,,Rose,Jasmine,Flowers,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Oud Maaruf,11.49,EDT,Men,Arabian,"Sandalwood, musk, woody - amber, patchouli, oudh, dry woody-amber, amber","Rose, raspberry, dried fruits, ylang, geranium, jasmin, orris, muguet, saffron",1,1.0,0.0068260144524735,17,Salwood,Sandalwood,musk,woody - amber,patchouli,oudh,dry woody-amber,amber,,,,,Rose,raspberry,dried fruits,ylang,geranium,jasmin,orris,muguet,saffron,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,Burberry Body Intense,152.45,EDP,Women,Fruity,"Cashmere Wood, Amber, Vanille, Musk","Rose, Sandalwood, Iris",0,2.0,0.1635352973874374,8,Cashmere Wood,Amber,Vanille,Musk,,,,,,,,,Rose,Salwood,Sandalwood,Iris,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dior,Sauvage,208.25,EDT,Men,Oriental,"Ceder, ambroxan, labdanum","Lavender, elemi, geranium, sichuan pepper",1,1.0,0.2255697609783213,7,Ceder,ambroxan,labdanum,,,,,,,,,,Lavender,elemi,geranium,sichuan pepper,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mancera,Roses Vanille,285.0,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk","Rose, Sugar",0,2.0,0.3108949416342412,6,Cedar,Vanilla,Sugar,White Musk,,,,,,,,,Rose,Sugar,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mancera,Roses Vanille,239.95,EDP,Women,Arabian,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",0,2.0,0.2608115619788771,6,Vanilla,Sugar,White Musk,Cedar,,,,,,,,,Rose,Sugar,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dunhill,Desire,84.25,EDT,Men,Fresh,"Vanilla, Musk","Rose, Teak Wood, Patchouli",1,1.0,0.0877153974430239,5,Vanilla,Musk,,,,,,,,,,,Rose,Teak Wood,Patchouli,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gres,Cabotine,61.55,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk and Amber.","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet and Iris.",0,1.0,0.0624791550861589,15,Cedarwood,Vanilla,Tonka Bean,Cybet,Musk,Amber.,,,,,,,Rose,Tuberose,Ylang-Ylang,Ginger Lily,Hyacinth,Heliotrope,Freesia,Violet,Iris.,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alina Corel,Monsieur Oud,30.95,EDP,Unisex,Musk,"Cedar, Musk","Rose, Water",2,2.0,0.0284602556976097,4,Cedar,Musk,,,,,,,,,,,Rose,Water,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
